Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Pickup_Lat,Pickup_Lon,Drop_Lat,Drop_Lon,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-02837,C6032, CAR-04,Luxury,2026-02-28 20:52,2026-03-03 06:52:00,2026-03-03 13:52,BENGALURU,12.972965,77.595639,12.968926,77.591367,upi,66948km,67870km,55 %,17.804556,76.03,78,1,0,800/day,SAVE10,40.0,840.0,standard,DL90871,scratch on door,good service
RES-02838,C7223,CAR 18,Luxury,2026-02-13 00:53,14-02-2026 19:53,2026-02-21 00:53,mumbai,19.067673,72.865129,19.062896,72.876075,wallet,61864km,63608km,0.14,18.04,80.524427,86,4,0,2500/day,SAVE10,125.0,2625.0,eco,DL67543,Contact Rahul 9876543210,email test@gmail.com
RES-02839,C1493, CAR-04,Economy,2026-03-01 05:43,03/03/2026 07:43,2026-03-07 14:43,blr,12.980606,77.613567,12.977633,77.600863,cash,"52,284 km",52967km,12%,20.208539,80.3299,98,6,0,1500,,75.0,1575.0,premium,DL12345,Bad Seats Quality,Good speaker
RES-02840,C4645,car-05,Economy,2026-02-15 12:41,2026/02/15 22:41,2026-02-22 23:41,Delhi,28.708939,77.120339,28.713236,77.107747,wallet,"98,233km",99035,0.2,18.978227,73.283361,59,0,0,₹800/day,DISC15,40.0,840.0,standard,DL12345,scratch on door,good service
RES-02841,C4767,CAR 08,SUV,2026-02-07 09:58,2026-02-09 15:58:00,2026-02-17 10:58,Bengaluru,12.966056,77.61318,12.975946,77.602806,UPI,"14,594km","15,557 km",0.25,21.39,77.35244,56,2,1,₹3000/day,BOGUS99,150.0,3150.0,eco,INVALID,Contact Rahul 9876543210,Smooth going
RES-02842,C4162,CAR 01,Economy,2026-02-17 20:59,20/02/2026 04:59,2026-02-20 12:59,Mumbai,19.068837,72.885524,19.072345,72.859843,Card,12802km,14144,36%,24.8413,87.3,137 kmh,4,0,₹3000/day,,150.0,3150.0,standard,DL67543,Bad Seats Quality,email test@gmail.com
RES-02843,C9557,CAR-16 ,Compact,2026-01-10 08:33,2026-01-11 20:33,2026-01-14 03:33,Chennai,13.078996,80.263569,13.083798,80.278395,Card,"85,402 km",87132km,0.09,26.04,86.5548,93,1,0,1500/day,DISC15,,1575.0,eco,DL90871,Scratch on windows,good service
RES-02844,C7669,CAR-10 ,SUV,2026-03-01 16:18,04-03-2026 04:18,2026-03-08 20:18,Hyderabad,17.368774,78.488171,17.394808,78.476357,upi,111834km,"111,603 km",7%,14.1132,85.149853,81,5,0,"₹ 1,200 /day",,60.0,1260.0,premium,DL90871,Speakers not working,Good mileage
RES-02845,C6498,CAR-04 ,Compact,2026-03-18 05:12,2026-03-19 20:12,2026-03-22 12:12,CHENNAI,13.063667,80.279469,13.088236,80.274048,cash,"24,973km",26437,15%,14.65,86.17,65,3,0,1500,SAVE10,75.0,1575.0,eco,INVALID,scratch on door,email test@gmail.com
RES-02846,C4067,CAR 11,Economy,2026-03-29 22:02,01/04/2026 18:02,2026-04-04 17:02,mumbai,19.061594,72.876771,19.064229,72.861783,upi,113969km,"114,966 km",0.2,12.7889,77.86,60,2,0,₹2500/day,,125.0,2625.0,premium,DL90871,Scratch on windows,Good mileage
RES-02847,C5133,CAR-09 ,Luxury,2026-03-26 12:58,2026-03-27 17:58:00,2026-04-01 04:58,Delhi,28.694344,77.086671,28.701793,77.117185,Card,45435,46763km,0.6,12.2039,85.461853,147 kmh,5,0,"₹ 2,500 /day",SAVE10,125.0,2625.0,standard,DL90871,Contact Rahul 9876543210,email test@gmail.com
RES-02848,C2709, CAR-08,Compact,2026-01-21 09:19,2026-01-24 04:19:00,2026-01-28 14:19,Delhi,28.700589,77.089619,28.703167,77.085386,wallet,"25,724 km","26,384 km",77 %,14.117107,73.74,138 kmh,2,1,1500,,75.0,1575.0,eco,DL90871,scratch on door,email test@gmail.com
RES-02849,C9626,CAR-02 ,Luxury,2026-03-10 15:20,12-03-2026 09:20,2026-03-12 20:20,Bengaluru,12.965778,77.609985,12.961993,77.587901,card,"98,226 km",100108,74%,26.295494,76.3747,85,5,0,800,BOGUS99,40.0,840.0,eco,DL67543,Contact Rahul 9876543210,email test@gmail.com
RES-02850,C4848, CAR-07,SUV,2026-02-06 19:29,09/02/2026 17:29,2026-02-12 06:29,Kolkata,22.557358,88.362145,22.554459,88.365331,cash,7010km,7418,45 %,21.39,78.427854,152 kmh,4,1,"₹ 1,000 /day",DISC15,50.0,1050.0,premium,INVALID,Speakers not working,email test@gmail.com
RES-02851,C5068,CAR-10,Luxury,2026-01-23 03:58,2026-01-23 20:58,2026-01-27 20:58,Delhi,28.699576,77.083119,28.69166,77.097084,card,66649km,"66,926km",19%,14.75,72.55,169 kmh,0,0,1500,,75.0,1575.0,eco,DL12345,Speakers not working,email test@gmail.com
RES-02852,C4643,CAR-19,Compact,2026-03-30 22:19,2026-03-31 11:19:00,2026-04-03 10:19,Bengaluru,12.952904,77.578593,12.978543,77.593099,cash,"8,456km","9,486 km",89 %,27.35,80.351962,146 kmh,1,0,2000,BOGUS99,100.0,2100.0,eco,DL90871,Contact Rahul 9876543210,Good speaker
RES-02853,C8248,CAR-16,SUV,2026-03-03 20:15,06-03-2026 20:15,2026-03-10 00:15,Kolkata,22.579568,88.349287,22.571593,88.349319,card,"81,481km","81,343km",0.74,25.94,80.045942,65,5,0,"₹ 1,500 /day",BOGUS99,,1575.0,eco,DL90871,Contact Rahul 9876543210,Smooth going
RES-02854,C5135,CAR 01,Economy,2026-03-24 15:21,2026-03-24 16:21,2026-03-31 06:21,Chennai,13.089946,80.261971,13.082198,80.287102,wallet,20972km,21457,0.4,18.85,84.089,86,6,0,₹3000/day,DISC15,150.0,3150.0,premium,DL90871,Contact Rahul 9876543210,good service
RES-02855,C7374,CAR 11,SUV,2026-01-24 02:50,25/01/2026 00:50,2026-01-26 20:50,Chennai,13.097189,80.261157,13.066576,80.275409,UPI,"31,408 km",32278km,73 %,16.730214,84.7389,154 kmh,6,0,800,DISC15,,840.0,premium,DL90871,Speakers not working,Good speaker
RES-02856,C3762,CAR 08,Luxury,2026-01-19 04:36,2026-01-20 22:36,2026-01-23 18:36,mumbai,19.081598,72.879904,19.094647,72.878687,Card,20809,"21,431 km",0.16,25.54,73.748803,58,3,0,3000/day,SAVE10,,3150.0,standard,DL12345,scratch on door,email test@gmail.com
RES-02857,C1221,car-01,Economy,2026-02-23 03:26,2026/02/23 05:26,2026-03-01 06:26,Delhi,28.710865,77.087305,28.705127,77.104568,UPI,"43,450 km",45109,0.10,21.09,79.42,52,0,0,2500,,125.0,2625.0,premium,DL67543,scratch on door,good service
RES-02858,C1837,car-30,Economy,2026-02-09 10:29,12/02/2026 06:29,2026-02-16 15:29,kolkata,22.577785,88.375339,22.578826,88.368984,card,83950km,"85,675km",0.64,27.331283,80.25,80,2,1,2000,,100.0,2100.0,premium,INVALID,Speakers not working,email test@gmail.com
RES-02859,C7415,CAR-06,SUV,2026-01-07 18:54,10/01/2026 01:54,2026-01-18 08:54,Chennai,13.100282,80.258903,13.091004,80.269395,Card,37320km,38380km,0.8,24.7993,87.761,85,2,0,1500,SAVE10,75.0,1575.0,eco,INVALID,Bad Seats Quality,email test@gmail.com
RES-02860,C3730,CAR 27,SUV,2026-01-09 03:54,2026/01/09 11:54,2026-01-15 14:54,Hyderabad,17.398536,78.493859,17.370076,78.496054,upi,"85,411 km","86,075km",0.79,27.7661,77.4729,148 kmh,2,0,1200,SAVE10,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-02861,C9857, CAR-16,SUV,2026-03-25 10:26,2026-03-26 17:26,2026-04-04 01:26,Delhi,28.71224,77.098118,28.706478,77.113354,Card,111966km,112277km,0.9,18.1,76.46,78,6,0,₹800/day,,40.0,840.0,eco,DL67543,Bad Seats Quality,Good speaker
RES-02862,C3433,CAR 29,Compact,2026-03-17 20:03,19/03/2026 02:03,2026-03-27 05:03,mumbai,19.07053,72.878679,19.069938,72.891509,Card,20687km,"21,804km",0.5,25.841963,75.257084,72,5,1,1000/day,DISC15,,1050.0,eco,INVALID,Scratch on windows,Good speaker
RES-02863,C1303,car-23,Luxury,2026-02-19 12:13,21/02/2026 20:13,2026-02-23 00:13,Bengaluru,12.965606,77.613001,12.973804,77.589227,UPI,119094,119640km,19%,26.88,78.289538,163 kmh,2,0,3000/day,,150.0,3150.0,premium,DL12345,Contact Rahul 9876543210,Good speaker
RES-02864,C4065,CAR 15,Economy,2026-02-03 08:37,04/02/2026 23:37,2026-02-05 17:37,BENGALURU,12.970321,77.58771,12.977946,77.600683,Card,"28,474km","28,603 km",42 %,17.21,73.936797,49,0,0,"₹ 1,000 /day",SAVE10,50.0,1050.0,eco,DL12345,scratch on door,Good speaker
RES-02865,C5929,CAR-18 ,SUV,2026-02-09 08:59,12/02/2026 08:59,2026-02-13 06:59,Chennai,13.081628,80.257169,13.073883,80.282028,cash,80961,82331,57 %,21.79,77.0975,166 kmh,1,0,₹ 800 /day,,40.0,840.0,standard,DL67543,Bad Seats Quality,Smooth going
RES-02866,C4037,CAR-01,Economy,2026-01-30 19:53,2026/02/02 01:53,2026-02-04 01:53,mumbai,19.069864,72.879303,19.056885,72.893111,Card,"58,628 km","59,759km",0.4,17.38,72.38,60,3,0,1500/day,SAVE10,75.0,1575.0,eco,INVALID,Scratch on windows,good service
RES-02867,C6409, CAR-12,Luxury,2026-02-26 21:05,28/02/2026 00:05,2026-03-03 05:05,kolkata,22.570455,88.371325,22.578904,88.368576,cash,"39,161km",39219km,0.32,21.7,75.884318,153 kmh,2,0,2500,BOGUS99,125.0,2625.0,premium,DL12345,scratch on door,Good speaker
RES-02868,C7228,car-28,SUV,2026-01-04 20:44,04/01/2026 22:44,2026-01-11 11:44,Bengaluru,12.965178,77.600732,12.956049,77.605816,wallet,111919km,112672km,0.2,15.322385,72.718378,87,0,1,₹1200/day,DISC15,,1260.0,premium,DL67543,Bad Seats Quality,email test@gmail.com
RES-02869,C8347,car-29,SUV,2026-01-24 04:39,24-01-2026 09:39,2026-01-31 18:39,blr,12.990524,77.588398,12.974486,77.576191,wallet,18881km,20157,79 %,15.623,81.49139,84,4,0,800,,40.0,840.0,standard,DL90871,Speakers not working,good service
RES-02870,C1890,CAR 22,Compact,2026-02-01 22:03,04/02/2026 13:03,2026-02-09 18:03,mumbai,19.077306,72.877076,19.074323,72.867413,Card,8973km,9843km,0.8,22.71,72.3709,128 kmh,2,1,₹800/day,DISC15,40.0,840.0,premium,DL67543,Speakers not working,good service
RES-02871,C8539,CAR-10,Economy,2026-02-25 15:42,26/02/2026 04:42,2026-03-04 22:42,Kolkata,22.554078,88.371532,22.569303,88.354581,Card,"55,918km","56,838km",76 %,22.662706,83.5807,79,3,1,₹1000/day,BOGUS99,50.0,1050.0,premium,DL67543,Bad Seats Quality,Smooth going
RES-02872,C8089,car-18,Luxury,2026-01-16 08:43,2026-01-18 01:43,2026-01-18 08:43,CHENNAI,13.097725,80.268967,13.071292,80.281786,card,"41,578 km",42782,0.22,24.5847,80.2519,76,1,0,"₹ 1,200 /day",DISC15,,1260.0,standard,DL67543,scratch on door,email test@gmail.com
RES-02873,C7982,CAR-25 ,SUV,2026-02-11 20:23,14-02-2026 14:23,2026-02-18 06:23,HYD,17.402629,78.501772,17.379404,78.495689,cash,"42,867 km",43536km,13 %,26.357015,74.1631,173 kmh,3,0,800,,40.0,840.0,standard,DL12345,Bad Seats Quality,good service
RES-02874,C5342,car-11,Compact,2026-03-01 03:10,2026-03-03 16:10:00,2026-03-09 06:10,blr,12.953398,77.57675,12.965336,77.585048,Card,100902,101708,62 %,20.7214,72.4836,95,0,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium,INVALID,Speakers not working,Smooth going
RES-02875,C7092, CAR-02,Luxury,2026-02-24 01:32,26-02-2026 19:32,2026-03-01 18:32,delhi,28.702305,77.093966,28.688831,77.110466,upi,59704km,"60,366km",98 %,26.81,73.921497,41,5,0,₹1000/day,BOGUS99,50.0,1050.0,eco,INVALID,Speakers not working,Good mileage
RES-02876,C6963,CAR 21,SUV,2026-01-26 01:02,2026-01-26 15:02:00,2026-01-30 08:02,Bengaluru,12.975222,77.600533,12.959513,77.600398,Card,110356km,112184,0.68,12.690466,79.066163,47,3,0,1500/day,DISC15,75.0,1575.0,premium,DL90871,scratch on door,good service
RES-02877,C8569,CAR-24,Economy,2026-03-13 07:10,2026-03-14 08:10,2026-03-15 14:10,Mumbai,19.067552,72.88234,19.080582,72.891586,cash,60881km,62677km,0.79,27.77831,84.34,152 kmh,1,0,2500/day,DISC15,125.0,2625.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-02878,C9515,CAR 11,Compact,2025-12-30 13:45,2026-01-01 03:45:00,2026-01-06 04:45,mumbai,19.058064,72.86826,19.080949,72.857801,card,13340km,"13,521 km",96 %,16.71,72.6725,96,1,1,1500/day,DISC15,75.0,1575.0,premium,DL90871,Scratch on windows,Good speaker
RES-02879,C9466,CAR 18,Compact,2026-01-10 19:14,2026-01-13 08:14:00,2026-01-16 09:14,Delhi,28.722871,77.094731,28.703298,77.11039,wallet,74098km,76034,0.31,26.644592,80.93061,59,2,0,1500/day,SAVE10,75.0,1575.0,standard,INVALID,Contact Rahul 9876543210,Good speaker
RES-02880,C1913, CAR-18,Compact,2026-03-03 17:05,2026-03-06 13:05:00,2026-03-07 16:05,kolkata,22.584807,88.359224,22.591303,88.356556,UPI,"102,026km","102,952km",25 %,15.1,84.6171,169 kmh,6,0,2500/day,DISC15,,2625.0,standard,DL12345,Scratch on windows,Good mileage
RES-02881,C3198,CAR-14,SUV,2026-03-19 03:40,21-03-2026 13:40,2026-03-22 10:40,Chennai,13.088308,80.251808,13.075551,80.27723,Card,12744,14512km,83 %,27.6267,86.2107,171 kmh,0,1,₹800/day,BOGUS99,40.0,840.0,eco,DL67543,scratch on door,good service
RES-02882,C6259,CAR 12,Economy,2026-03-28 18:19,2026/03/31 15:19,2026-04-07 11:19,delhi,28.708947,77.10401,28.722841,77.100173,wallet,"20,041 km",20675km,38%,15.7928,82.6183,129 kmh,2,0,"₹ 3,000 /day",SAVE10,,3150.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-02883,C6710, CAR-19,Economy,2026-01-19 18:33,2026/01/22 13:33,2026-01-27 23:33,mumbai,19.090673,72.862068,19.076809,72.885291,upi,"48,106km","49,796 km",1.0,13.558424,78.98,72,2,0,₹1000/day,SAVE10,50.0,1050.0,standard,DL67543,Bad Seats Quality,Good mileage
RES-02884,C6230,CAR-27 ,Economy,2026-01-30 21:16,31-01-2026 23:16,2026-02-02 23:16,mumbai,19.083721,72.859932,19.085966,72.869259,UPI,"9,727km",11467,11 %,16.029386,79.003,124 kmh,2,0,1500/day,SAVE10,75.0,1575.0,eco,DL90871,Bad Seats Quality,Good speaker
RES-02885,C1896,car-05,Economy,2026-02-17 10:51,2026-02-19 05:51:00,2026-02-21 14:51,bangalore,12.975477,77.595173,12.968066,77.579952,card,"30,374km",30663,54%,25.04,87.75,154 kmh,1,1,2000,SAVE10,100.0,2100.0,standard,INVALID,Contact Rahul 9876543210,Smooth going
RES-02886,C5861,car-09,Compact,2026-02-02 10:57,2026/02/02 20:57,2026-02-10 22:57,BENGALURU,12.951715,77.599853,12.970984,77.583897,Card,14540km,15961,16 %,13.3886,84.397095,156 kmh,4,0,₹1500/day,DISC15,75.0,1575.0,eco,DL12345,Scratch on windows,good service
RES-02887,C3936,CAR 19,Luxury,2026-03-27 12:00,2026-03-29 13:00,2026-04-06 16:00,Mumbai,19.084982,72.873623,19.058953,72.873838,UPI,87360,"87,907km",35%,17.53,87.01,88,4,1,₹3000/day,DISC15,150.0,3150.0,standard,INVALID,Contact Rahul 9876543210,Smooth going
RES-02888,C4243,CAR-22 ,SUV,2026-01-21 22:09,2026/01/22 10:09,2026-01-30 06:09,Delhi,28.721984,77.116679,28.687913,77.087728,UPI,47865km,48030km,0.5,17.7195,80.1748,125 kmh,1,0,₹2500/day,,,2625.0,eco,DL12345,Contact Rahul 9876543210,Smooth going
RES-02889,C3519,car-29,SUV,2026-02-01 21:47,03-02-2026 23:47,2026-02-05 22:47,blr,12.984478,77.614268,12.964952,77.600806,UPI,"30,929km",31621,98 %,12.36,76.635993,57,6,0,₹1500/day,SAVE10,75.0,1575.0,eco,DL90871,Bad Seats Quality,email test@gmail.com
RES-02890,C6989,CAR 21,Compact,2026-02-10 17:59,10-02-2026 23:59,2026-02-13 15:59,Hyderabad,17.403448,78.506437,17.389512,78.466871,card,"105,828km",107377km,0.9,18.67657,77.7981,158 kmh,4,0,₹800/day,SAVE10,40.0,840.0,premium,DL12345,Scratch on windows,email test@gmail.com
RES-02891,C4587, CAR-11,SUV,2026-02-14 05:10,2026-02-16 20:10,2026-02-22 09:10,bangalore,12.968353,77.606388,12.990808,77.601185,card,110646km,111962,0.20,12.76,80.0332,96,5,0,₹1200/day,,60.0,1260.0,premium,DL12345,scratch on door,Good speaker
RES-02892,C7382,CAR 19,Economy,2026-01-30 20:23,31/01/2026 16:23,2026-02-06 10:23,CHENNAI,13.098018,80.275201,13.093816,80.262584,UPI,"82,975 km","84,956 km",64 %,20.694,80.0451,57,5,0,"₹ 1,000 /day",DISC15,50.0,1050.0,eco,INVALID,Scratch on windows,good service
RES-02893,C7362,CAR 01,SUV,2026-02-13 20:23,2026-02-14 22:23:00,2026-02-17 07:23,Chennai,13.081134,80.289644,13.101478,80.266942,UPI,44426km,45970,0.8,22.5423,74.25,176 kmh,0,0,"₹ 2,500 /day",SAVE10,125.0,2625.0,premium,DL90871,Speakers not working,Good speaker
RES-02894,C1637,CAR-21 ,SUV,2026-02-08 06:29,08-02-2026 08:89,2026-02-11 20:29,delhi,28.711276,77.098167,28.715371,77.103133,cash,90872km,91460,16%,20.3887,72.440331,133 kmh,6,0,3000/day,SAVE10,150.0,3150.0,premium,DL12345,scratch on door,Smooth going
RES-02895,C2720,CAR-28,Luxury,2026-02-19 04:31,2026-02-20 18:31,2026-02-22 17:31,Mumbai,19.066082,72.858426,19.071972,72.885308,cash,"48,466 km","49,730 km",0.24,12.2802,77.04,49,6,1,1500/day,,75.0,1575.0,premium,DL90871,scratch on door,Good mileage
RES-02896,C3408,CAR-27,Compact,2026-02-28 07:47,2026-03-02 03:47,2026-03-04 20:47,Chennai,13.093171,80.282579,13.066336,80.262749,cash,102083,"103,392km",57%,17.01,75.1377,74,3,0,"₹ 3,000 /day",,150.0,3150.0,premium,DL90871,scratch on door,Good mileage
RES-02897,C6404,car-10,Compact,2026-02-17 22:08,2026-02-20 03:08,2026-02-26 04:08,Kolkata,22.563383,88.372531,22.557864,88.355403,Card,"84,918km",85002,0.58,17.761,73.54,120 kmh,4,0,₹ 800 /day,,,840.0,eco,DL67543,Bad Seats Quality,Smooth going
RES-02898,C8333,CAR 17,Compact,2026-03-16 22:10,18-03-2026 04:10,2026-03-19 22:10,Kolkata,22.58356,88.346129,22.553689,88.351527,cash,"86,383km",86642km,0.59,15.359117,79.7681,168 kmh,4,0,1000/day,SAVE10,50.0,1050.0,premium,INVALID,Scratch on windows,good service
RES-02899,C3650, CAR-20,Luxury,2026-03-26 13:10,26-03-2026 21:10,2026-03-30 14:10,kolkata,22.575287,88.372466,22.561933,88.35311,UPI,"35,718km",36469km,0.6,12.42,73.1,141 kmh,3,0,1000/day,BOGUS99,50.0,1050.0,eco,DL90871,Speakers not working,Smooth going
RES-02900,C9804,CAR 25,Luxury,2026-03-20 20:26,2026-03-23 15:26,2026-03-31 15:26,delhi,28.71351,77.114494,28.695535,77.118484,card,106921,107283km,41 %,22.2583,86.5034,85,0,0,"₹ 1,500 /day",SAVE10,75.0,1575.0,premium,INVALID,Contact Rahul 9876543210,Smooth going
RES-02901,C4890,CAR-13,Compact,2026-03-16 10:13,2026-03-16 11:13:00,2026-03-19 13:13,Chennai,13.062711,80.269297,13.086597,80.266384,card,"25,653 km","26,550km",0.7,21.2801,85.831903,158 kmh,5,1,1500,SAVE10,75.0,1575.0,premium,DL90871,Bad Seats Quality,email test@gmail.com
RES-02902,C3385, CAR-10,Luxury,2026-01-24 06:46,25-01-2026 03:46,2026-02-02 00:46,Hyderabad,17.384595,78.504001,17.396229,78.483873,wallet,117016km,116814,35 %,27.4538,77.28979,156 kmh,1,0,800,DISC15,,840.0,eco,DL90871,Bad Seats Quality,email test@gmail.com
RES-02903,C3631,car-17,Compact,2026-02-25 23:12,27/02/2026 14:12,2026-03-01 16:12,Mumbai,19.058561,72.874987,19.07976,72.86433,cash,"6,764 km",7834km,15 %,13.610292,81.830305,167 kmh,5,0,"₹ 3,000 /day",DISC15,150.0,3150.0,premium,INVALID,Scratch on windows,Smooth going
RES-02904,C5772,CAR-30,Economy,2026-01-10 02:32,11-01-2026 06:32,2026-01-13 03:32,Delhi,28.699491,77.101914,28.685196,77.105736,Card,53902,"53,950 km",0.7,27.61,85.242296,96,1,1,"₹ 1,000 /day",DISC15,50.0,1050.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-02905,C4612,car-19,SUV,2026-02-07 02:10,08-02-2026 02:10,2026-02-09 23:10,Chennai,13.072766,80.265487,13.080411,80.251751,UPI,95540,"95,741 km",0.7,22.83,82.390131,88,4,0,3000/day,SAVE10,150.0,3150.0,standard,DL67543,Speakers not working,Smooth going
RES-02906,C4838,CAR 07,Luxury,2026-02-04 12:58,2026-02-05 13:58,2026-02-12 06:58,mumbai,19.067133,72.871797,19.06387,72.87138,cash,"21,226km","22,291 km",1.00,16.31187,81.03,93,3,0,1500,DISC15,75.0,1575.0,eco,DL12345,Scratch on windows,Good mileage
RES-02907,C8900,CAR 12,SUV,2026-03-24 15:23,24/03/2026 18:23,2026-03-31 10:23,Delhi,28.714598,77.105672,28.713883,77.096111,UPI,"102,777 km",103099,18 %,18.83,74.357,74,2,0,1500/day,SAVE10,75.0,1575.0,standard,INVALID,Speakers not working,good service
RES-02908,C7903,CAR-28,Luxury,2026-03-07 05:11,07-03-2026 22:11,2026-03-13 04:11,Mumbai,19.085642,72.884936,19.05656,72.876982,cash,"15,267km",16519km,6%,26.8,80.44,88,6,0,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard,DL67543,scratch on door,Good mileage
RES-02909,C7008,CAR-21 ,SUV,2026-02-07 03:52,08-02-2026 16:52,2026-02-13 16:52,HYD,17.371728,78.491491,17.375755,78.476685,UPI,61566km,"62,272 km",41 %,22.031429,85.4048,150 kmh,2,0,₹2000/day,,100.0,2100.0,premium,INVALID,scratch on door,good service
RES-02910,C5328,CAR-29,Economy,2026-03-13 02:49,2026-03-13 20:49:00,2026-03-21 02:49,Hyderabad,17.394851,78.480018,17.370208,78.494027,wallet,52614,52627,70 %,27.74,82.3314,47,6,0,₹3000/day,SAVE10,150.0,3150.0,premium,INVALID,Scratch on windows,email test@gmail.com
RES-02911,C9313,CAR 01,SUV,2026-03-26 02:57,27-03-2026 01:57,2026-03-31 14:57,kolkata,22.591738,88.349613,22.578989,88.361728,UPI,11398km,12579km,0.8,22.33,76.5774,140 kmh,3,1,₹800/day,DISC15,40.0,840.0,premium,INVALID,Bad Seats Quality,Good mileage
RES-02912,C3553,CAR-01 ,SUV,2026-02-09 16:25,10-02-2026 18:25,2026-02-13 13:25,HYD,17.371821,78.478262,17.395627,78.497089,Card,98240km,98546km,0.40,15.3767,73.320073,42,5,1,"₹ 1,000 /day",SAVE10,50.0,1050.0,premium,DL67543,scratch on door,Good mileage
RES-02913,C4114,CAR-26,Economy,2026-01-27 13:26,2026/01/29 04:26,2026-01-31 16:26,blr,12.970738,77.588409,12.987185,77.60305,cash,"65,105 km","66,340km",0.9,25.44,86.9255,70,6,1,1200,DISC15,60.0,1260.0,standard,INVALID,Scratch on windows,email test@gmail.com
RES-02914,C3679,car-12,Luxury,2026-01-09 06:43,2026-01-09 10:43:00,2026-01-16 12:43,CHENNAI,13.072331,80.289423,13.065821,80.290202,Card,"103,632km",104515,0.47,17.71,84.66,137 kmh,0,0,₹1000/day,SAVE10,50.0,1050.0,eco,DL67543,Bad Seats Quality,good service
RES-02915,C4813,CAR-02 ,Economy,2026-03-15 06:18,2026-03-17 14:18:00,2026-03-18 09:18,HYD,17.376619,78.473233,17.381543,78.504159,card,"79,744 km",81340,66%,18.58,87.43,62,2,0,"₹ 2,000 /day",DISC15,100.0,2100.0,premium,DL12345,scratch on door,Smooth going
RES-02916,C7093,CAR 13,SUV,2026-03-08 21:47,2026/03/09 02:47,2026-03-17 01:47,blr,12.963373,77.608172,12.9632,77.605455,upi,"82,160 km",82532,0.60,18.519026,83.256,60,6,0,"₹ 1,200 /day",DISC15,60.0,1260.0,standard,INVALID,scratch on door,email test@gmail.com
RES-02917,C2011,car-15,Compact,2026-01-14 00:47,14/01/2026 03:47,2026-01-21 22:47,bangalore,12.961847,77.577383,12.953786,77.613358,wallet,"105,438km",106041km,63%,27.843,73.75,79,0,0,800/day,,40.0,840.0,premium,INVALID,scratch on door,Smooth going
RES-02918,C2402,CAR-05,Economy,2026-01-10 19:53,10-01-2026 23:53,2026-01-12 23:53,Delhi,28.684751,77.120805,28.695667,77.118027,card,"26,782 km","28,607km",0.50,16.9227,81.168989,153 kmh,0,0,3000/day,SAVE10,,3150.0,standard,DL90871,scratch on door,good service
RES-02919,C9414,CAR 15,SUV,2026-01-06 11:54,06-01-2026 21:54,2026-01-09 05:54,bangalore,12.966419,77.574973,12.955127,77.603718,UPI,38673km,"40,282 km",0.90,19.15,81.9911,43,5,0,1000,SAVE10,50.0,1050.0,standard,DL12345,Contact Rahul 9876543210,Good mileage
RES-02920,C1344, CAR-19,Economy,2026-02-18 22:00,2026-02-19 13:00:00,2026-02-23 12:00,Delhi,28.694695,77.091618,28.721589,77.095785,Card,"19,000km","19,699km",99%,14.331171,73.09,136 kmh,0,0,"₹ 3,000 /day",DISC15,150.0,3150.0,premium,DL90871,Speakers not working,Smooth going
RES-02921,C8117,CAR-06 ,Economy,2026-01-15 18:30,2026/01/17 14:30,2026-01-18 10:30,mumbai,19.060594,72.896285,19.060887,72.860871,Card,"97,309 km",99260km,55 %,21.0933,73.295958,145 kmh,2,0,₹2500/day,BOGUS99,125.0,2625.0,premium,DL12345,scratch on door,email test@gmail.com
RES-02922,C9174, CAR-06,SUV,2026-01-25 08:39,2026-01-27 11:39,2026-01-28 00:39,BENGALURU,12.990139,77.575017,12.96179,77.6025,upi,"106,300 km","107,135km",0.21,14.988527,75.09,95,1,0,1200,BOGUS99,60.0,1260.0,standard,DL12345,Speakers not working,Smooth going
RES-02923,C6016,car-11,SUV,2026-01-15 22:02,2026-01-16 22:02:00,2026-01-17 21:02,Mumbai,19.073548,72.870576,19.057274,72.883618,UPI,20910km,21518,34%,15.4822,73.561586,86,5,0,"₹ 2,500 /day",DISC15,,2625.0,standard,DL12345,scratch on door,Good mileage
RES-02924,C4892,CAR-26,Economy,2026-03-11 23:27,2026/03/12 16:27,2026-03-17 09:27,Delhi,28.716603,77.0988,28.688065,77.083097,wallet,"66,578km","68,014 km",10%,15.98,78.32,74,3,0,1000/day,BOGUS99,,1050.0,premium,DL90871,Bad Seats Quality,email test@gmail.com
RES-02925,C4026,CAR 17,Luxury,2026-02-03 10:01,04/02/2026 01:01,2026-02-09 14:01,mumbai,19.09366,72.862124,19.087653,72.863129,Card,"7,049km","6,642km",0.8,27.056786,79.55,51,2,0,"₹ 2,000 /day",BOGUS99,100.0,2100.0,standard,DL12345,scratch on door,Good speaker
